Cycle,Command,Bank,Row
2647035,READ,0,0
2647063,PRECHARGE,0,0
2647088,ACTIVATE,0,0
2647144,WRITE,0,0
2647163,READ,0,0
2647187,WRITE,0,0
2647227,PRECHARGE,0,0
2647263,REFRESH,0,0
2647705,ACTIVATE,0,0
2647742,READ,0,0
2647761,PRECHARGE,0,0
2647823,ACTIVATE,0,0
2647880,WRITE,0,0
2647893,READ,0,0
2647902,READ,0,0
2647913,READ,0,0
2647944,WRITE,0,0
2647958,WRITE,0,0
2647992,PRECHARGE,0,0
2648011,REFRESH,0,0
2648435,REFRESH,0,0
2648889,REFRESH,0,0
2649329,REFRESH,0,0
2649806,ACTIVATE,0,0
2649831,WRITE,0,0
2649858,READ,0,0
2649867,READ,0,0
2649877,READ,0,0
2649910,PRECHARGE,0,0
2649933,REFRESH,0,0
2650380,REFRESH,0,0
2650812,REFRESH,0,0
2651242,ACTIVATE,0,0
2651270,WRITE,0,0
2651288,READ,0,0
2651318,READ,0,0
2651334,READ,0,0
2651354,PRECHARGE,0,0
2651386,ACTIVATE,0,0
2651432,READ,0,0
2651455,READ,0,0
2651464,READ,0,0
2651491,PRECHARGE,0,0
2651519,REFRESH,0,0
2651941,ACTIVATE,0,0
2651966,WRITE,0,0
2651975,WRITE,0,0
2652023,PRECHARGE,0,0
2652140,REFRESH,0,0
2652610,ACTIVATE,0,0
2652651,PRECHARGE,0,0
2652675,REFRESH,0,0
2653113,ACTIVATE,0,0
2653142,WRITE,0,0
2653176,PRECHARGE,0,0
2653210,REFRESH,0,0
2653656,REFRESH,0,0
2654076,ACTIVATE,0,0
2654098,WRITE,0,0
2654117,WRITE,0,0
2654123,WRITE,0,0
2654131,WRITE,0,0
2654152,READ,0,0
2654164,READ,0,0
2654211,WRITE,0,0
2654225,WRITE,0,0
2654269,PRECHARGE,0,0
2654329,ACTIVATE,0,0
2654348,READ,0,0
2654358,READ,0,0
2654392,WRITE,0,0
2654418,READ,0,0
2654441,WRITE,0,0
2654476,WRITE,0,0
2654495,WRITE,0,0
2654520,READ,0,0
2654564,PRECHARGE,0,0
2654598,REFRESH,0,0
2655069,REFRESH,0,0
2655492,ACTIVATE,0,0
2655551,WRITE,0,0
2655577,PRECHARGE,0,0
2655601,REFRESH,0,0
2656039,REFRESH,0,0
2656484,ACTIVATE,0,0
2656501,READ,0,0
2656533,PRECHARGE,0,0
2656551,REFRESH,0,0
2656983,ACTIVATE,0,0
2657025,PRECHARGE,0,0
2657044,ACTIVATE,0,0
2657070,READ,0,0
2657087,READ,0,0
2657131,PRECHARGE,0,0
2657148,REFRESH,0,0
2657570,REFRESH,0,0
2658010,REFRESH,0,0
2658460,ACTIVATE,0,0
2658491,WRITE,0,0
2658504,READ,0,0
2658518,READ,0,0
2658576,READ,0,0
2658589,READ,0,0
2658608,WRITE,0,0
2658639,PRECHARGE,0,0
2658718,REFRESH,0,0
2659159,ACTIVATE,0,0
2659176,READ,0,0
2659186,READ,0,0
2659217,PRECHARGE,0,0
2659245,ACTIVATE,0,0
2659266,WRITE,0,0
2659283,WRITE,0,0
2659294,WRITE,0,0
2659310,READ,0,0
2659327,PRECHARGE,0,0
2659350,REFRESH,0,0
2659791,REFRESH,0,0
2660246,ACTIVATE,0,0
2660292,WRITE,0,0
2660307,WRITE,0,0
2660329,READ,0,0
2660359,READ,0,0
2660384,PRECHARGE,0,0
2660446,REFRESH,0,0
2660866,ACTIVATE,0,0
2660914,PRECHARGE,0,0
2660946,REFRESH,0,0
2661366,REFRESH,0,0
2661788,REFRESH,0,0
2662222,ACTIVATE,0,0
2662270,PRECHARGE,0,0
2662314,ACTIVATE,0,0
2662344,WRITE,0,0
2662395,WRITE,0,0
2662416,WRITE,0,0
2662426,READ,0,0
2662463,READ,0,0
2662484,WRITE,0,0
2662490,WRITE,0,0
2662513,PRECHARGE,0,0
2662532,REFRESH,0,0
2662962,REFRESH,0,0
2663386,ACTIVATE,0,0
2663404,READ,0,0
2663435,READ,0,0
2663467,PRECHARGE,0,0
2663505,ACTIVATE,0,0
2663529,WRITE,0,0
2663544,READ,0,0
2663572,READ,0,0
2663589,PRECHARGE,0,0
2663614,REFRESH,0,0
2664063,ACTIVATE,0,0
2664085,WRITE,0,0
2664103,READ,0,0
2664130,READ,0,0
2664176,PRECHARGE,0,0
2664194,REFRESH,0,0
2664630,REFRESH,0,0
2665053,REFRESH,0,0
2665479,ACTIVATE,0,0
2665509,READ,0,0
2665534,READ,0,0
2665545,READ,0,0
2665566,READ,0,0
2665620,PRECHARGE,0,0
2665665,ACTIVATE,0,0
2665683,READ,0,0
2665701,WRITE,0,0
2665729,WRITE,0,0
2665737,WRITE,0,0
2665761,WRITE,0,0
2665819,READ,0,0
2665843,WRITE,0,0
2665870,WRITE,0,0
2665893,PRECHARGE,0,0
2665945,ACTIVATE,0,0
2665964,WRITE,0,0
2665992,WRITE,0,0
2666032,READ,0,0
2666089,PRECHARGE,0,0
2666107,ACTIVATE,0,0
2666136,READ,0,0
2666144,READ,0,0
2666161,WRITE,0,0
2666179,READ,0,0
2666192,READ,0,0
2666209,READ,0,0
2666220,READ,0,0
2666248,READ,0,0
2666286,READ,0,0
2666311,READ,0,0
2666338,READ,0,0
2666358,WRITE,0,0
2666376,PRECHARGE,0,0
2666401,REFRESH,0,0
2666824,ACTIVATE,0,0
2666870,READ,0,0
2666909,READ,0,0
2666930,PRECHARGE,0,0
2666950,REFRESH,0,0
2667448,REFRESH,0,0
2667879,ACTIVATE,0,0
2667908,WRITE,0,0
2667916,WRITE,0,0
2667948,PRECHARGE,0,0
2667988,REFRESH,0,0
2668429,REFRESH,0,0
2668881,REFRESH,0,0
2669309,ACTIVATE,0,0
2669391,READ,0,0
2669426,WRITE,0,0
2669432,WRITE,0,0
2669460,PRECHARGE,0,0
2669499,ACTIVATE,0,0
2669523,WRITE,0,0
2669532,READ,0,0
2669573,PRECHARGE,0,0
2669611,REFRESH,0,0
2670043,REFRESH,0,0
2670463,REFRESH,0,0
2670905,ACTIVATE,0,0
2670933,READ,0,0
2670971,WRITE,0,0
2671018,READ,0,0
2671044,PRECHARGE,0,0
2671079,ACTIVATE,0,0
2671099,WRITE,0,0
2671140,WRITE,0,0
2671152,WRITE,0,0
2671184,READ,0,0
2671242,READ,0,0
2671265,PRECHARGE,0,0
2671298,ACTIVATE,0,0
2671323,READ,0,0
2671335,READ,0,0
2671354,WRITE,0,0
2671367,WRITE,0,0
2671396,PRECHARGE,0,0
2671430,ACTIVATE,0,0
2671475,WRITE,0,0
2671488,READ,0,0
2671517,WRITE,0,0
2671545,PRECHARGE,0,0
2671573,REFRESH,0,0
2672013,ACTIVATE,0,0
2672038,READ,0,0
2672061,READ,0,0
2672070,READ,0,0
2672102,WRITE,0,0
2672126,READ,0,0
2672192,PRECHARGE,0,0
2672213,ACTIVATE,0,0
2672232,READ,0,0
2672239,READ,0,0
2672270,READ,0,0
2672296,READ,0,0
2672316,PRECHARGE,0,0
2672341,REFRESH,0,0
2672789,ACTIVATE,0,0
2672817,WRITE,0,0
2672850,WRITE,0,0
2672865,READ,0,0
2672878,READ,0,0
2672900,PRECHARGE,0,0
2672924,REFRESH,0,0
2673351,ACTIVATE,0,0
2673391,READ,0,0
2673422,PRECHARGE,0,0
2673485,ACTIVATE,0,0
2673502,WRITE,0,0
2673531,WRITE,0,0
2673584,PRECHARGE,0,0
2673634,REFRESH,0,0
2674068,ACTIVATE,0,0
2674088,WRITE,0,0
2674108,PRECHARGE,0,0
2674127,ACTIVATE,0,0
2674166,WRITE,0,0
2674191,WRITE,0,0
2674208,WRITE,0,0
2674227,READ,0,0
2674255,PRECHARGE,0,0
2674272,REFRESH,0,0
2674702,REFRESH,0,0
2675131,REFRESH,0,0
2675556,REFRESH,0,0
2675976,ACTIVATE,0,0
2676009,READ,0,0
2676032,WRITE,0,0
2676040,WRITE,0,0
2676066,PRECHARGE,0,0
2676084,ACTIVATE,0,0
2676133,PRECHARGE,0,0
2676156,ACTIVATE,0,0
2676193,READ,0,0
2676228,READ,0,0
2676255,READ,0,0
2676273,WRITE,0,0
2676287,READ,0,0
2676316,READ,0,0
2676345,WRITE,0,0
2676368,WRITE,0,0
2676386,PRECHARGE,0,0
2676404,REFRESH,0,0
2676846,REFRESH,0,0
2677281,ACTIVATE,0,0
2677316,WRITE,0,0
2677373,READ,0,0
2677390,READ,0,0
2677410,READ,0,0
2677430,PRECHARGE,0,0
2677455,REFRESH,0,0
2677876,REFRESH,0,0
2678299,ACTIVATE,0,0
2678339,READ,0,0
2678355,READ,0,0
2678373,PRECHARGE,0,0
2678407,REFRESH,0,0
2678881,ACTIVATE,0,0
2678934,READ,0,0
2678942,READ,0,0
2678951,READ,0,0
2678968,READ,0,0
2678975,READ,0,0
2678993,WRITE,0,0
2679016,WRITE,0,0
2679036,WRITE,0,0
2679069,PRECHARGE,0,0
2679086,ACTIVATE,0,0
2679112,WRITE,0,0
2679130,PRECHARGE,0,0
2679175,REFRESH,0,0
2679599,REFRESH,0,0
2680020,ACTIVATE,0,0
2680045,READ,0,0
2680063,WRITE,0,0
2680078,WRITE,0,0
2680096,WRITE,0,0
2680114,READ,0,0
2680143,WRITE,0,0
2680161,PRECHARGE,0,0
2680190,ACTIVATE,0,0
2680229,WRITE,0,0
2680244,READ,0,0
2680301,PRECHARGE,0,0
2680343,REFRESH,0,0
2680764,REFRESH,0,0
2681199,ACTIVATE,0,0
2681219,READ,0,0
2681265,WRITE,0,0
2681276,READ,0,0
2681313,WRITE,0,0
2681335,READ,0,0
2681353,READ,0,0
2681384,READ,0,0
2681409,WRITE,0,0
2681430,WRITE,0,0
2681449,PRECHARGE,0,0
2681476,ACTIVATE,0,0
2681507,WRITE,0,0
2681514,WRITE,0,0
2681539,WRITE,0,0
2681554,WRITE,0,0
2681601,READ,0,0
2681621,WRITE,0,0
2681671,WRITE,0,0
2681695,PRECHARGE,0,0
2681740,ACTIVATE,0,0
2681790,PRECHARGE,0,0
2681818,REFRESH,0,0
2682253,REFRESH,0,0
2682677,ACTIVATE,0,0
2682728,WRITE,0,0
2682756,READ,0,0
2682787,PRECHARGE,0,0
2682816,REFRESH,0,0
2683299,ACTIVATE,0,0
2683329,WRITE,0,0
2683384,WRITE,0,0
2683411,PRECHARGE,0,0
2683442,REFRESH,0,0
2683882,REFRESH,0,0
2684334,REFRESH,0,0
2684772,ACTIVATE,0,0
2684822,WRITE,0,0
2684837,READ,0,0
2684859,READ,0,0
2684900,READ,0,0
2684937,READ,0,0
2684957,READ,0,0
2684992,WRITE,0,0
2685005,WRITE,0,0
2685020,READ,0,0
2685037,PRECHARGE,0,0
2685072,REFRESH,0,0
2685499,REFRESH,0,0
2685971,REFRESH,0,0
2686406,REFRESH,0,0
2686868,ACTIVATE,0,0
2686929,READ,0,0
2686935,READ,0,0
2686956,PRECHARGE,0,0
2686977,ACTIVATE,0,0
2686997,WRITE,0,0
2687027,WRITE,0,0
2687060,PRECHARGE,0,0
2687131,REFRESH,0,0
2687560,REFRESH,0,0
2687989,ACTIVATE,0,0
2688020,WRITE,0,0
2688028,WRITE,0,0
2688053,READ,0,0
2688068,READ,0,0
2688091,WRITE,0,0
2688105,WRITE,0,0
2688117,WRITE,0,0
2688146,WRITE,0,0
2688168,WRITE,0,0
2688174,WRITE,0,0
2688232,WRITE,0,0
2688242,READ,0,0
2688256,READ,0,0
2688283,PRECHARGE,0,0
2688314,REFRESH,0,0
2688812,ACTIVATE,0,0
2688841,WRITE,0,0
2688860,WRITE,0,0
2688868,WRITE,0,0
2688900,PRECHARGE,0,0
2688925,ACTIVATE,0,0
2688973,READ,0,0
2688988,READ,0,0
2689054,PRECHARGE,0,0
2689092,REFRESH,0,0
2689513,ACTIVATE,0,0
2689540,WRITE,0,0
2689558,PRECHARGE,0,0
2689593,REFRESH,0,0
2690018,ACTIVATE,0,0
2690063,WRITE,0,0
2690091,WRITE,0,0
2690112,READ,0,0
2690157,READ,0,0
2690177,WRITE,0,0
2690207,PRECHARGE,0,0
2690235,REFRESH,0,0
2690659,REFRESH,0,0
2691106,REFRESH,0,0
2691526,REFRESH,0,0
2691964,REFRESH,0,0
2692413,ACTIVATE,0,0
2692443,WRITE,0,0
2692467,PRECHARGE,0,0
2692490,REFRESH,0,0
2692914,REFRESH,0,0
2693337,ACTIVATE,0,0
2693359,READ,0,0
2693409,READ,0,0
2693442,PRECHARGE,0,0
2693505,ACTIVATE,0,0
2693586,READ,0,0
2693594,READ,0,0
2693628,WRITE,0,0
2693650,PRECHARGE,0,0
2693676,ACTIVATE,0,0
2693707,READ,0,0
2693724,PRECHARGE,0,0
2693765,REFRESH,0,0
2694194,ACTIVATE,0,0
2694230,WRITE,0,0
2694243,WRITE,0,0
2694257,WRITE,0,0
2694282,READ,0,0
2694319,PRECHARGE,0,0
2694370,ACTIVATE,0,0
2694389,READ,0,0
2694419,PRECHARGE,0,0
2694504,ACTIVATE,0,0
2694536,WRITE,0,0
2694555,READ,0,0
2694564,READ,0,0
2694583,READ,0,0
2694610,WRITE,0,0
2694625,WRITE,0,0
2694641,WRITE,0,0
2694657,READ,0,0
2694675,WRITE,0,0
2694695,READ,0,0
2694707,READ,0,0
2694732,READ,0,0
2694754,PRECHARGE,0,0
2694781,ACTIVATE,0,0
2694833,PRECHARGE,0,0
2694853,ACTIVATE,0,0
2694872,WRITE,0,0
2694909,READ,0,0
2694924,READ,0,0
2694962,READ,0,0
2694980,WRITE,0,0
2695004,WRITE,0,0
2695026,PRECHARGE,0,0
2695053,ACTIVATE,0,0
2695082,READ,0,0
2695103,WRITE,0,0
2695109,WRITE,0,0
2695150,PRECHARGE,0,0
2695190,ACTIVATE,0,0
2695244,PRECHARGE,0,0
2695262,REFRESH,0,0
2695687,ACTIVATE,0,0
2695723,WRITE,0,0
2695777,PRECHARGE,0,0
2695800,ACTIVATE,0,0
2695827,WRITE,0,0
2695847,READ,0,0
2695878,READ,0,0
2695895,PRECHARGE,0,0
2695917,REFRESH,0,0
2696340,ACTIVATE,0,0
2696391,WRITE,0,0
2696408,READ,0,0
2696416,READ,0,0
2696449,PRECHARGE,0,0
2696474,ACTIVATE,0,0
2696506,READ,0,0
2696524,WRITE,0,0
2696554,PRECHARGE,0,0
2696571,REFRESH,0,0
2697011,ACTIVATE,0,0
2697046,READ,0,0
2697085,PRECHARGE,0,0
2697104,REFRESH,0,0
2697536,ACTIVATE,0,0
2697556,WRITE,0,0
2697585,PRECHARGE,0,0
2697606,REFRESH,0,0
2698033,REFRESH,0,0
2698500,REFRESH,0,0
2698953,REFRESH,0,0
2699390,ACTIVATE,0,0
2699409,READ,0,0
2699427,WRITE,0,0
2699438,READ,0,0
2699457,READ,0,0
2699490,READ,0,0
2699507,READ,0,0
2699524,WRITE,0,0
2699539,READ,0,0
2699558,PRECHARGE,0,0
2699651,REFRESH,0,0
2700149,ACTIVATE,0,0
2700169,READ,0,0
2700201,PRECHARGE,0,0
2700220,ACTIVATE,0,0
2700238,WRITE,0,0
2700262,WRITE,0,0
2700269,WRITE,0,0
2700286,READ,0,0
2700319,READ,0,0
2700340,WRITE,0,0
2700355,WRITE,0,0
2700406,PRECHARGE,0,0
2700423,REFRESH,0,0
2700914,ACTIVATE,0,0
2700957,READ,0,0
2700976,WRITE,0,0
2701004,PRECHARGE,0,0
2701044,REFRESH,0,0
2701466,REFRESH,0,0
2701892,REFRESH,0,0
2702338,REFRESH,0,0
2702794,ACTIVATE,0,0
2702852,PRECHARGE,0,0
2702879,ACTIVATE,0,0
2702903,READ,0,0
2702913,READ,0,0
2702931,WRITE,0,0
2702942,READ,0,0
2702970,WRITE,0,0
2702990,READ,0,0
2703023,READ,0,0
2703050,READ,0,0
2703081,READ,0,0
2703100,READ,0,0
2703123,READ,0,0
2703166,WRITE,0,0
2703175,WRITE,0,0
2703190,READ,0,0
2703231,PRECHARGE,0,0
2703259,ACTIVATE,0,0
2703292,WRITE,0,0
2703305,WRITE,0,0
2703317,READ,0,0
2703347,PRECHARGE,0,0
2703375,REFRESH,0,0
2703801,ACTIVATE,0,0
2703842,PRECHARGE,0,0
2703908,ACTIVATE,0,0
2703935,READ,0,0
2704010,WRITE,0,0
2704027,WRITE,0,0
2704061,READ,0,0
2704114,WRITE,0,0
2704150,READ,0,0
2704198,WRITE,0,0
2704210,READ,0,0
2704229,PRECHARGE,0,0
2704249,ACTIVATE,0,0
2704290,WRITE,0,0
2704309,WRITE,0,0
2704340,WRITE,0,0
2704361,READ,0,0
2704385,READ,0,0
2704402,READ,0,0
2704455,READ,0,0
2704480,READ,0,0
2704497,WRITE,0,0
2704559,READ,0,0
2704600,READ,0,0
2704629,WRITE,0,0
2704650,PRECHARGE,0,0
2704730,ACTIVATE,0,0
2704748,WRITE,0,0
2704766,READ,0,0
2704784,PRECHARGE,0,0
2704828,ACTIVATE,0,0
2704879,WRITE,0,0
2704906,READ,0,0
2704936,WRITE,0,0
2704957,PRECHARGE,0,0
2704981,ACTIVATE,0,0
2705016,READ,0,0
2705046,WRITE,0,0
2705063,WRITE,0,0
2705080,WRITE,0,0
2705103,READ,0,0
2705131,WRITE,0,0
2705150,PRECHARGE,0,0
2705184,REFRESH,0,0
2705612,ACTIVATE,0,0
2705637,WRITE,0,0
2705668,PRECHARGE,0,0
2705718,REFRESH,0,0
2706194,ACTIVATE,0,0
2706214,READ,0,0
2706241,READ,0,0
2706260,READ,0,0
2706283,WRITE,0,0
2706296,READ,0,0
2706315,WRITE,0,0
2706326,WRITE,0,0
2706351,WRITE,0,0
2706370,PRECHARGE,0,0
2706451,ACTIVATE,0,0
2706473,WRITE,0,0
2706482,WRITE,0,0
2706498,WRITE,0,0
2706517,WRITE,0,0
2706554,WRITE,0,0
2706573,READ,0,0
2706582,READ,0,0
2706615,READ,0,0
2706634,WRITE,0,0
2706642,WRITE,0,0
2706675,PRECHARGE,0,0
2706705,REFRESH,0,0
2707155,REFRESH,0,0
2707582,REFRESH,0,0
2708003,ACTIVATE,0,0
2708020,READ,0,0
2708045,PRECHARGE,0,0
2708120,ACTIVATE,0,0
2708165,READ,0,0
2708174,READ,0,0
2708188,READ,0,0
2708231,READ,0,0
2708261,PRECHARGE,0,0
2708279,ACTIVATE,0,0
2708318,READ,0,0
2708330,READ,0,0
2708353,WRITE,0,0
2708372,WRITE,0,0
2708386,READ,0,0
2708415,PRECHARGE,0,0
2708437,ACTIVATE,0,0
2708457,READ,0,0
2708486,READ,0,0
2708513,WRITE,0,0
2708524,READ,0,0
2708557,READ,0,0
2708576,PRECHARGE,0,0
2708629,REFRESH,0,0
2709055,REFRESH,0,0
2709481,ACTIVATE,0,0
2709499,WRITE,0,0
2709521,WRITE,0,0
2709564,READ,0,0
2709583,WRITE,0,0
2709608,PRECHARGE,0,0
2709650,ACTIVATE,0,0
2709689,READ,0,0
2709699,READ,0,0
2709718,READ,0,0
2709750,READ,0,0
2709766,READ,0,0
2709774,READ,0,0
2709817,READ,0,0
2709834,WRITE,0,0
2709853,WRITE,0,0
2709886,WRITE,0,0
2709898,READ,0,0
2709936,PRECHARGE,0,0
2709956,ACTIVATE,0,0
2709984,WRITE,0,0
2709995,WRITE,0,0
2710014,PRECHARGE,0,0
2710032,ACTIVATE,0,0
2710049,WRITE,0,0
2710074,WRITE,0,0
2710083,READ,0,0
2710102,READ,0,0
2710120,PRECHARGE,0,0
2710137,ACTIVATE,0,0
2710175,WRITE,0,0
2710209,READ,0,0
2710237,WRITE,0,0
2710246,READ,0,0
2710291,PRECHARGE,0,0
2710334,REFRESH,0,0
2710761,REFRESH,0,0
2711196,REFRESH,0,0
2711633,REFRESH,0,0
2712057,REFRESH,0,0
2712498,ACTIVATE,0,0
2712535,READ,0,0
2712563,WRITE,0,0
2712577,READ,0,0
2712607,WRITE,0,0
2712676,READ,0,0
2712698,READ,0,0
2712726,WRITE,0,0
2712778,PRECHARGE,0,0
2712836,ACTIVATE,0,0
2712877,WRITE,0,0
2712920,PRECHARGE,0,0
2712960,REFRESH,0,0
2713390,REFRESH,0,0
2713816,ACTIVATE,0,0
2713836,WRITE,0,0
2713846,READ,0,0
2713855,READ,0,0
2713865,READ,0,0
2713884,WRITE,0,0
2713896,WRITE,0,0
2713915,PRECHARGE,0,0
2713952,ACTIVATE,0,0
2713999,READ,0,0
2714020,READ,0,0
2714064,READ,0,0
2714080,READ,0,0
2714115,PRECHARGE,0,0
2714134,ACTIVATE,0,0
2714154,WRITE,0,0
2714170,READ,0,0
2714191,WRITE,0,0
2714245,PRECHARGE,0,0
2714274,REFRESH,0,0
2714717,ACTIVATE,0,0
2714743,WRITE,0,0
2714829,READ,0,0
2714872,WRITE,0,0
2714886,READ,0,0
2714915,READ,0,0
2714931,READ,0,0
2714942,READ,0,0
2714996,WRITE,0,0
2715016,READ,0,0
2715038,PRECHARGE,0,0
2715072,REFRESH,0,0
2715511,ACTIVATE,0,0
2715542,READ,0,0
2715560,PRECHARGE,0,0
2715582,ACTIVATE,0,0
2715626,PRECHARGE,0,0
2715650,ACTIVATE,0,0
2715676,WRITE,0,0
2715696,WRITE,0,0
2715733,READ,0,0
2715743,READ,0,0
2715754,READ,0,0
2715787,PRECHARGE,0,0
2715826,REFRESH,0,0
2716288,REFRESH,0,0
2716718,ACTIVATE,0,0
2716739,WRITE,0,0
2716760,PRECHARGE,0,0
2716802,REFRESH,0,0
2717271,REFRESH,0,0
2717693,REFRESH,0,0
2718128,ACTIVATE,0,0
2718162,WRITE,0,0
2718193,WRITE,0,0
2718207,READ,0,0
2718221,READ,0,0
2718234,READ,0,0
2718247,READ,0,0
2718258,READ,0,0
2718279,READ,0,0
2718299,PRECHARGE,0,0
2718329,ACTIVATE,0,0
2718375,READ,0,0
2718390,READ,0,0
2718421,WRITE,0,0
2718429,WRITE,0,0
2718451,PRECHARGE,0,0
2718478,REFRESH,0,0
2718937,REFRESH,0,0
2719379,ACTIVATE,0,0
2719422,WRITE,0,0
2719448,READ,0,0
2719457,READ,0,0
2719475,READ,0,0
2719506,PRECHARGE,0,0
2719528,ACTIVATE,0,0
2719555,READ,0,0
2719566,READ,0,0
2719594,PRECHARGE,0,0
2719612,REFRESH,0,0
2720040,REFRESH,0,0
2720489,REFRESH,0,0
2720918,ACTIVATE,0,0
2720940,READ,0,0
2720962,WRITE,0,0
2720999,READ,0,0
2721038,READ,0,0
2721061,PRECHARGE,0,0
2721103,REFRESH,0,0
2721596,ACTIVATE,0,0
2721617,WRITE,0,0
2721628,WRITE,0,0
2721642,READ,0,0
2721683,WRITE,0,0
2721716,PRECHARGE,0,0
2721737,ACTIVATE,0,0
2721756,WRITE,0,0
2721789,READ,0,0
2721817,PRECHARGE,0,0
2721873,REFRESH,0,0
2722315,ACTIVATE,0,0
2722341,WRITE,0,0
2722361,READ,0,0
2722385,PRECHARGE,0,0
2722426,ACTIVATE,0,0
2722473,READ,0,0
2722498,PRECHARGE,0,0
2722516,ACTIVATE,0,0
2722534,READ,0,0
2722553,WRITE,0,0
2722560,WRITE,0,0
2722582,WRITE,0,0
2722610,WRITE,0,0
2722628,READ,0,0
2722645,READ,0,0
2722658,READ,0,0
2722702,READ,0,0
2722728,PRECHARGE,0,0
2722754,ACTIVATE,0,0
2722776,READ,0,0
2722794,READ,0,0
2722808,READ,0,0
2722864,WRITE,0,0
2722896,PRECHARGE,0,0
2722923,ACTIVATE,0,0
2722979,PRECHARGE,0,0
2722997,ACTIVATE,0,0
2723021,READ,0,0
2723041,PRECHARGE,0,0
2723063,ACTIVATE,0,0
2723128,PRECHARGE,0,0
2723194,ACTIVATE,0,0
2723243,PRECHARGE,0,0
2723310,ACTIVATE,0,0
2723343,READ,0,0
2723364,WRITE,0,0
2723378,READ,0,0
2723384,READ,0,0
2723435,READ,0,0
2723458,PRECHARGE,0,0
2723482,REFRESH,0,0
2723920,REFRESH,0,0
2724352,ACTIVATE,0,0
2724388,WRITE,0,0
2724407,WRITE,0,0
2724431,PRECHARGE,0,0
2724466,ACTIVATE,0,0
2724518,PRECHARGE,0,0
2724569,ACTIVATE,0,0
2724609,READ,0,0
2724664,WRITE,0,0
2724679,WRITE,0,0
2724721,PRECHARGE,0,0
2724753,ACTIVATE,0,0
2724774,WRITE,0,0
2724806,READ,0,0
2724827,READ,0,0
2724847,READ,0,0
2724869,PRECHARGE,0,0
2724897,REFRESH,0,0
2725317,ACTIVATE,0,0
2725337,WRITE,0,0
2725371,READ,0,0
2725393,WRITE,0,0
2725436,READ,0,0
2725468,WRITE,0,0
2725487,WRITE,0,0
2725507,WRITE,0,0
2725519,WRITE,0,0
2725527,WRITE,0,0
2725566,WRITE,0,0
2725580,READ,0,0
2725627,READ,0,0
2725658,WRITE,0,0
2725701,WRITE,0,0
2725731,WRITE,0,0
2725751,WRITE,0,0
2725780,PRECHARGE,0,0
2725832,REFRESH,0,0
2726300,REFRESH,0,0
2726750,ACTIVATE,0,0
2726793,WRITE,0,0
2726799,WRITE,0,0
2726820,PRECHARGE,0,0
2726888,ACTIVATE,0,0
2726911,READ,0,0
2726939,PRECHARGE,0,0
2726966,ACTIVATE,0,0
2726991,WRITE,0,0
2727007,READ,0,0
2727030,READ,0,0
2727058,WRITE,0,0
2727090,READ,0,0
2727108,WRITE,0,0
2727123,READ,0,0
2727145,WRITE,0,0
2727163,PRECHARGE,0,0
2727209,REFRESH,0,0
2727641,REFRESH,0,0
2728062,REFRESH,0,0
2728531,REFRESH,0,0
2728952,ACTIVATE,0,0
2728979,READ,0,0
2729021,PRECHARGE,0,0
2729066,ACTIVATE,0,0
2729091,READ,0,0
2729118,PRECHARGE,0,0
2729140,REFRESH,0,0
2729593,ACTIVATE,0,0
2729623,WRITE,0,0
2729645,READ,0,0
2729657,READ,0,0
2729672,READ,0,0
2729683,READ,0,0
2729700,PRECHARGE,0,0
2729725,ACTIVATE,0,0
2729744,READ,0,0
2729776,READ,0,0
2729814,READ,0,0
2729832,READ,0,0
2729869,READ,0,0
2729882,READ,0,0
2729904,READ,0,0
2729935,PRECHARGE,0,0
2729953,REFRESH,0,0
2730383,REFRESH,0,0
2730816,REFRESH,0,0
2731253,ACTIVATE,0,0
2731304,WRITE,0,0
2731314,WRITE,0,0
2731341,PRECHARGE,0,0
2731378,REFRESH,0,0
2731814,ACTIVATE,0,0
2731850,READ,0,0
2731869,PRECHARGE,0,0
2731922,REFRESH,0,0
2732368,REFRESH,0,0
2732863,REFRESH,0,0
2733305,REFRESH,0,0
2733729,REFRESH,0,0
2734161,REFRESH,0,0
2734590,REFRESH,0,0
2735015,ACTIVATE,0,0
2735058,READ,0,0
2735077,READ,0,0
2735104,READ,0,0
2735146,PRECHARGE,0,0
2735201,ACTIVATE,0,0
2735231,READ,0,0
2735263,PRECHARGE,0,0
2735294,ACTIVATE,0,0
2735330,WRITE,0,0
2735341,WRITE,0,0
2735358,WRITE,0,0
2735382,WRITE,0,0
2735402,PRECHARGE,0,0
2735423,REFRESH,0,0
2735848,ACTIVATE,0,0
2735882,WRITE,0,0
2735898,READ,0,0
2735929,READ,0,0
2735945,READ,0,0
2735972,WRITE,0,0
2735994,READ,0,0
2736032,PRECHARGE,0,0
2736063,ACTIVATE,0,0
2736103,WRITE,0,0
2736136,PRECHARGE,0,0
2736183,ACTIVATE,0,0
2736210,READ,0,0
2736236,WRITE,0,0
2736254,READ,0,0
2736315,WRITE,0,0
2736330,WRITE,0,0
2736342,READ,0,0
2736358,READ,0,0
2736375,READ,0,0
2736396,PRECHARGE,0,0
2736421,REFRESH,0,0
2736866,REFRESH,0,0
2737299,ACTIVATE,0,0
2737328,READ,0,0
2737349,WRITE,0,0
2737361,READ,0,0
2737371,READ,0,0
2737391,READ,0,0
2737400,READ,0,0
2737474,PRECHARGE,0,0
2737523,REFRESH,0,0
2737966,REFRESH,0,0
